1.24983;1.24999;-0.00016
1.24984;1.25;-0.00016
1.24994;1.2501;-0.00016
1.24975;1.24991;-0.00016
1.25022;1.25038;-0.00016
1.25012;1.25028;-0.00016
1.2505;1.25066;-0.00016
1.25041;1.25057;-0.00016
1.25078;1.25094;-0.00016
1.25059;1.25075;-0.00016
1.25069;1.25085;-0.00016
1.25041;1.25057;-0.00016
1.25042;1.25058;-0.00016
1.25016;1.25032;-0.00016
1.25022;1.25038;-0.00016
1.25011;1.25027;-0.00016
1.25038;1.25054;-0.00016
1.25032;1.25048;-0.00016
1.25054;1.2507;-0.00016
1.25049;1.25065;-0.00016
1.2507;1.25086;-0.00016
1.25059;1.25075;-0.00016
1.25065;1.25081;-0.00016
1.25049;1.25065;-0.00016
1.25063;1.25079;-0.00016
1.25062;1.25078;-0.00016
1.25066;1.25082;-0.00016
1.25074;1.2509;-0.00016
1.25058;1.25074;-0.00016
1.25098;1.25114;-0.00016
1.2509;1.25106;-0.00016
1.25123;1.25139;-0.00016
1.25115;1.25131;-0.00016
1.25147;1.25163;-0.00016
1.25131;1.25147;-0.00016
1.25139;1.25155;-0.00016
1.25115;1.25131;-0.00016
1.25116;1.25132;-0.00016
1.25115;1.25131;-0.00016
1.25136;1.25152;-0.00016
1.25128;1.25144;-0.00016
1.25144;1.2516;-0.00016
1.25112;1.25128;-0.00016
1.2512;1.25136;-0.00016
1.25089;1.25105;-0.00016
1.25097;1.25113;-0.00016
1.25057;1.25073;-0.00016
1.25073;1.25089;-0.00016
1.25065;1.25081;-0.00016
1.25089;1.25105;-0.00016
1.2508;1.25096;-0.00016
1.25079;1.25095;-0.00016
1.25082;1.25098;-0.00016
1.25077;1.25093;-0.00016
1.25088;1.25104;-0.00016
1.25066;1.25082;-0.00016
1.25071;1.25087;-0.00016
1.25049;1.25065;-0.00016
1.25055;1.25071;-0.00016
1.25027;1.25043;-0.00016
1.25038;1.25054;-0.00016
1.25033;1.25049;-0.00016
1.25049;1.25065;-0.00016
1.25059;1.25075;-0.00016
1.25062;1.25078;-0.00016
1.2507;1.25086;-0.00016
1.25066;1.25082;-0.00016
1.25074;1.2509;-0.00016
1.25057;1.25073;-0.00016
1.25061;1.25077;-0.00016
1.25045;1.25061;-0.00016
1.25049;1.25065;-0.00016
1.25028;1.25044;-0.00016
1.25036;1.25052;-0.00016
1.25032;1.25048;-0.00016
1.25045;1.25061;-0.00016
1.25059;1.25075;-0.00016
1.25058;1.25074;-0.00016
1.25042;1.25058;-0.00016
1.25046;1.25062;-0.00016
1.25037;1.25053;-0.00016
1.2506;1.25076;-0.00016
1.25056;1.25072;-0.00016
1.25074;1.2509;-0.00016
1.25069;1.25085;-0.00016
1.25088;1.25104;-0.00016
1.25079;1.25095;-0.00016
1.25083;1.25099;-0.00016
1.25069;1.25085;-0.00016
1.25079;1.25095;-0.00016
1.25078;1.25094;-0.00016
1.25095;1.25111;-0.00016
1.25089;1.25105;-0.00016
1.25101;1.25117;-0.00016
1.25077;1.25093;-0.00016
1.25083;1.25099;-0.00016
1.25059;1.25075;-0.00016
1.25065;1.25081;-0.00016
1.25035;1.25051;-0.00016
1.25047;1.25063;-0.00016
1.25041;1.25057;-0.00016
1.25059;1.25075;-0.00016
1.25056;1.25072;-0.00016
1.25057;1.25073;-0.00016
1.25061;1.25077;-0.00016
1.25056;1.25072;-0.00016
1.25066;1.25082;-0.00016
1.25047;1.25063;-0.00016
1.25052;1.25068;-0.00016
1.25032;1.25048;-0.00016
1.25037;1.25053;-0.00016
1.25013;1.25029;-0.00016
1.25023;1.25039;-0.00016
1.25018;1.25034;-0.00016
1.25032;1.25048;-0.00016
1.25021;1.25037;-0.00016
1.2502;1.25036;-0.00016
1.25015;1.25031;-0.00016
1.25022;1.25038;-0.00016
1.25008;1.25024;-0.00016
1.25044;1.2506;-0.00016
1.25037;1.25053;-0.00016
1.25065;1.25081;-0.00016
1.25058;1.25074;-0.00016
1.25087;1.25103;-0.00016
1.25088;1.25104;-0.00016
1.25106;1.25122;-0.00016
1.25102;1.25118;-0.00016
1.2511;1.25126;-0.00016
1.25093;1.25109;-0.00016
1.25097;1.25113;-0.00016
1.25081;1.25097;-0.00016
1.25085;1.25101;-0.00016
1.25064;1.2508;-0.00016
1.25072;1.25088;-0.00016
1.25068;1.25084;-0.00016
1.25081;1.25097;-0.00016
1.2508;1.25096;-0.00016
1.25083;1.25099;-0.00016
1.25103;1.25119;-0.00016
1.25098;1.25114;-0.00016
1.25108;1.25124;-0.00016
1.25088;1.25104;-0.00016
1.25093;1.25109;-0.00016
1.25073;1.25089;-0.00016
1.25078;1.25094;-0.00016
1.25053;1.25069;-0.00016
1.25063;1.25079;-0.00016
1.25058;1.25074;-0.00016
1.25073;1.25089;-0.00016
1.25077;1.25093;-0.00016
1.25077;1.25093;-0.00016
1.25076;1.25092;-0.00016
1.25081;1.25097;-0.00016
1.25071;1.25087;-0.00016
1.25096;1.25112;-0.00016
1.25091;1.25107;-0.00016
1.25112;1.25128;-0.00016
1.25107;1.25123;-0.00016
1.25127;1.25143;-0.00016
1.25117;1.25133;-0.00016
1.25122;1.25138;-0.00016
1.25107;1.25123;-0.00016
1.25098;1.25114;-0.00016
1.25097;1.25113;-0.00016
1.25063;1.25079;-0.00016
1.25071;1.25087;-0.00016
1.25054;1.2507;-0.00016
1.25097;1.25113;-0.00016
1.25088;1.25104;-0.00016
1.25122;1.25138;-0.00016
1.25114;1.2513;-0.00016
1.25148;1.25164;-0.00016
1.25131;1.25147;-0.00016
1.25139;1.25155;-0.00016
1.25114;1.2513;-0.00016
1.25142;1.25158;-0.00016
1.25143;1.25159;-0.00016
1.25127;1.25143;-0.00016
1.25132;1.25148;-0.00016
1.25122;1.25138;-0.00016
1.25147;1.25163;-0.00016
1.25142;1.25158;-0.00016
1.25163;1.25179;-0.00016
1.25158;1.25174;-0.00016
1.25178;1.25194;-0.00016
1.25168;1.25184;-0.00016
1.25173;1.25189;-0.00016
1.25158;1.25174;-0.00016
1.25173;1.25189;-0.00016
1.25186;1.25202;-0.00016
1.25182;1.25198;-0.00016
1.25191;1.25207;-0.00016
1.25172;1.25188;-0.00016
1.25177;1.25193;-0.00016
1.25158;1.25174;-0.00016
1.25163;1.25179;-0.00016
1.25139;1.25155;-0.00016
1.25148;1.25164;-0.00016
1.25144;1.2516;-0.00016
1.25158;1.25174;-0.00016
1.25157;1.25173;-0.00016
1.25154;1.2517;-0.00016
1.25175;1.25191;-0.00016
1.2517;1.25186;-0.00016
1.2518;1.25196;-0.00016
1.25161;1.25177;-0.00016
1.25166;1.25182;-0.00016
1.25146;1.25162;-0.00016
1.25151;1.25167;-0.00016
1.25127;1.25143;-0.00016
1.25137;1.25153;-0.00016
1.25132;1.25148;-0.00016
1.25146;1.25162;-0.00016
1.25143;1.25159;-0.00016
1.25145;1.25161;-0.00016
1.25132;1.25148;-0.00016
1.25136;1.25152;-0.00016
1.25128;1.25144;-0.00016
1.25147;1.25163;-0.00016
1.25143;1.25159;-0.00016
1.25159;1.25175;-0.00016
1.25155;1.25171;-0.00016
1.2517;1.25186;-0.00016
1.25162;1.25178;-0.00016
1.25166;1.25182;-0.00016
1.25155;1.25171;-0.00016
1.25152;1.25168;-0.00016
1.25152;1.25168;-0.00016
1.25142;1.25158;-0.00016
1.25147;1.25163;-0.00016
1.25138;1.25154;-0.00016
1.2516;1.25176;-0.00016
1.25156;1.25172;-0.00016
1.25174;1.2519;-0.00016
1.25169;1.25185;-0.00016
1.25187;1.25203;-0.00016
1.25178;1.25194;-0.00016
1.25183;1.25199;-0.00016
1.25169;1.25185;-0.00016
1.25183;1.25199;-0.00016
1.25184;1.252;-0.00016
1.25191;1.25207;-0.00016
1.25187;1.25203;-0.00016
1.25194;1.2521;-0.00016
1.25181;1.25197;-0.00016
1.25184;1.252;-0.00016
1.25171;1.25187;-0.00016
1.25174;1.2519;-0.00016
1.25158;1.25174;-0.00016
1.25165;1.25181;-0.00016
1.25161;1.25177;-0.00016
1.25171;1.25187;-0.00016
1.25168;1.25184;-0.00016
1.25167;1.25183;-0.00016
1.25153;1.25169;-0.00016
1.25155;1.25171;-0.00016
1.2515;1.25166;-0.00016
1.25163;1.25179;-0.00016
1.25161;1.25177;-0.00016
1.25171;1.25187;-0.00016
1.25168;1.25184;-0.00016
1.25179;1.25195;-0.00016
1.25174;1.2519;-0.00016
1.25176;1.25192;-0.00016
1.25168;1.25184;-0.00016
1.25175;1.25191;-0.00016
1.25177;1.25193;-0.00016
1.25182;1.25198;-0.00016
1.25177;1.25193;-0.00016
1.25187;1.25203;-0.00016
1.25166;1.25182;-0.00016
1.25171;1.25187;-0.00016
1.25151;1.25167;-0.00016
1.25156;1.25172;-0.00016
1.2513;1.25146;-0.00016
1.2514;1.25156;-0.00016
1.25135;1.25151;-0.00016
1.25151;1.25167;-0.00016
1.25136;1.25152;-0.00016
1.25134;1.2515;-0.00016
1.25125;1.25141;-0.00016
1.25109;1.25125;-0.00016
1.2514;1.25156;-0.00016
1.25079;1.25095;-0.00016
1.25094;1.2511;-0.00016
1.25032;1.25048;-0.00016
1.25048;1.25064;-0.00016
1.24971;1.24987;-0.00016
1.25002;1.25018;-0.00016
1.24986;1.25002;-0.00016
1.25032;1.25048;-0.00016
1.25024;1.2504;-0.00016
1.25041;1.25057;-0.00016
1.25034;1.2505;-0.00016
1.25048;1.25064;-0.00016
1.2502;1.25036;-0.00016
1.25027;1.25043;-0.00016
1.25;1.25016;-0.00016
1.25007;1.25023;-0.00016
1.24972;1.24988;-0.00016
1.24986;1.25002;-0.00016
1.24979;1.24995;-0.00016
1.25;1.25016;-0.00016
1.25019;1.25035;-0.00016
1.25017;1.25033;-0.00016
1.25013;1.25029;-0.00016
1.25004;1.2502;-0.00016
1.25021;1.25037;-0.00016
1.24988;1.25004;-0.00016
1.24996;1.25012;-0.00016
1.24962;1.24978;-0.00016
1.24971;1.24987;-0.00016
1.24929;1.24945;-0.00016
1.24946;1.24962;-0.00016
1.24937;1.24953;-0.00016
1.24962;1.24978;-0.00016
1.24994;1.2501;-0.00016
1.25004;1.2502;-0.00016
1.25016;1.25032;-0.00016
1.24992;1.25008;-0.00016
1.25053;1.25069;-0.00016
1.25041;1.25057;-0.00016
1.25089;1.25105;-0.00016
1.25077;1.25093;-0.00016
1.25126;1.25142;-0.00016
1.25102;1.25118;-0.00016
1.25114;1.2513;-0.00016
1.25077;1.25093;-0.00016
1.25079;1.25095;-0.00016
1.25079;1.25095;-0.00016
1.25026;1.25042;-0.00016
1.2504;1.25056;-0.00016
1.25013;1.25029;-0.00016
1.25079;1.25095;-0.00016
1.25066;1.25082;-0.00016
1.25119;1.25135;-0.00016
1.25106;1.25122;-0.00016
1.25159;1.25175;-0.00016
1.25132;1.25148;-0.00016
1.25146;1.25162;-0.00016
1.25106;1.25122;-0.00016
1.25099;1.25115;-0.00016
1.251;1.25116;-0.00016
1.25083;1.25099;-0.00016
1.25089;1.25105;-0.00016
1.25078;1.25094;-0.00016
1.25105;1.25121;-0.00016
1.251;1.25116;-0.00016
1.25122;1.25138;-0.00016
1.25116;1.25132;-0.00016
1.25138;1.25154;-0.00016
1.25127;1.25143;-0.00016
1.25133;1.25149;-0.00016
1.25116;1.25132;-0.00016
1.25121;1.25137;-0.00016
1.2512;1.25136;-0.00016
1.25128;1.25144;-0.00016
1.25139;1.25155;-0.00016
1.25117;1.25133;-0.00016
1.25173;1.25189;-0.00016
1.25162;1.25178;-0.00016
1.25206;1.25222;-0.00016
1.25195;1.25211;-0.00016
1.2524;1.25256;-0.00016
1.25218;1.25234;-0.00016
1.25229;1.25245;-0.00016
1.25195;1.25211;-0.00016
1.25219;1.25235;-0.00016
1.25215;1.25231;-0.00016
1.25193;1.25209;-0.00016
1.2522;1.25236;-0.00016
1.25166;1.25182;-0.00016
1.25301;1.25317;-0.00016
1.25274;1.2529;-0.00016
1.25382;1.25398;-0.00016
1.25355;1.25371;-0.00016
1.25463;1.25479;-0.00016
1.25462;1.25478;-0.00016
1.25464;1.2548;-0.00016
1.25478;1.25494;-0.00016
1.25449;1.25465;-0.00016
1.25522;1.25538;-0.00016
1.25508;1.25524;-0.00016
1.25566;1.25582;-0.00016
1.25551;1.25567;-0.00016
1.2561;1.25626;-0.00016
1.25581;1.25597;-0.00016
1.25595;1.25611;-0.00016
1.25551;1.25567;-0.00016
1.2559;1.25606;-0.00016
1.25587;1.25603;-0.00016
1.25593;1.25609;-0.00016
1.25614;1.2563;-0.00016
1.25572;1.25588;-0.00016
1.25677;1.25693;-0.00016
1.25656;1.25672;-0.00016
1.25741;1.25757;-0.00016
1.2572;1.25736;-0.00016
1.25804;1.2582;-0.00016
1.25762;1.25778;-0.00016
1.25783;1.25799;-0.00016
1.2572;1.25736;-0.00016
1.2566;1.25676;-0.00016
1.2566;1.25676;-0.00016
1.25609;1.25625;-0.00016
1.25622;1.25638;-0.00016
1.25596;1.25612;-0.00016
1.25662;1.25678;-0.00016
1.25649;1.25665;-0.00016
1.25701;1.25717;-0.00016
1.25688;1.25704;-0.00016
1.25741;1.25757;-0.00016
1.25715;1.25731;-0.00016
1.25728;1.25744;-0.00016
1.25688;1.25704;-0.00016
1.25712;1.25728;-0.00016
1.25711;1.25727;-0.00016
1.2573;1.25746;-0.00016
1.2575;1.25766;-0.00016
1.25709;1.25725;-0.00016
1.25812;1.25828;-0.00016
1.25792;1.25808;-0.00016
1.25874;1.2589;-0.00016
1.25853;1.25869;-0.00016
1.25936;1.25952;-0.00016
1.25895;1.25911;-0.00016
1.25915;1.25931;-0.00016
1.25853;1.25869;-0.00016
1.25825;1.25841;-0.00016
1.25825;1.25841;-0.00016
1.25761;1.25777;-0.00016
1.2577;1.25786;-0.00016
1.25751;1.25767;-0.00016
1.258;1.25816;-0.00016
1.2579;1.25806;-0.00016
1.25829;1.25845;-0.00016
1.25819;1.25835;-0.00016
1.25858;1.25874;-0.00016
1.25839;1.25855;-0.00016
1.25848;1.25864;-0.00016
1.25819;1.25835;-0.00016
1.25856;1.25872;-0.00016
1.25858;1.25874;-0.00016
1.25834;1.2585;-0.00016
1.25843;1.25859;-0.00016
1.25826;1.25842;-0.00016
1.25867;1.25883;-0.00016
1.25859;1.25875;-0.00016
1.25892;1.25908;-0.00016
1.25884;1.259;-0.00016
1.25917;1.25933;-0.00016
1.259;1.25916;-0.00016
1.25909;1.25925;-0.00016
1.25884;1.259;-0.00016
1.25916;1.25932;-0.00016
1.25916;1.25932;-0.00016
1.25906;1.25922;-0.00016
1.25935;1.25951;-0.00016
1.25877;1.25893;-0.00016
1.26022;1.26038;-0.00016
1.25993;1.26009;-0.00016
1.26109;1.26125;-0.00016
1.2608;1.26096;-0.00016
1.26196;1.26212;-0.00016
1.26138;1.26154;-0.00016
1.26167;1.26183;-0.00016
1.2608;1.26096;-0.00016
1.26153;1.26169;-0.00016
1.26156;1.26172;-0.00016
1.26254;1.2627;-0.00016
1.26238;1.26254;-0.00016
1.26269;1.26285;-0.00016
1.26208;1.26224;-0.00016
1.26223;1.26239;-0.00016
1.26162;1.26178;-0.00016
1.26177;1.26193;-0.00016
1.26101;1.26117;-0.00016
1.26132;1.26148;-0.00016
1.26116;1.26132;-0.00016
1.26162;1.26178;-0.00016
1.26104;1.2612;-0.00016
1.26103;1.26119;-0.00016
1.26078;1.26094;-0.00016
1.26091;1.26107;-0.00016
1.26065;1.26081;-0.00016
1.26129;1.26145;-0.00016
1.26116;1.26132;-0.00016
1.26168;1.26184;-0.00016
1.26155;1.26171;-0.00016
1.26206;1.26222;-0.00016
1.2618;1.26196;-0.00016
1.26193;1.26209;-0.00016
1.26155;1.26171;-0.00016
1.26135;1.26151;-0.00016
1.26133;1.26149;-0.00016
1.26126;1.26142;-0.00016
1.26106;1.26122;-0.00016
1.26146;1.26162;-0.00016
1.26066;1.26082;-0.00016
1.26086;1.26102;-0.00016
1.26007;1.26023;-0.00016
1.26027;1.26043;-0.00016
1.25927;1.25943;-0.00016
1.25967;1.25983;-0.00016
1.25947;1.25963;-0.00016
1.26007;1.26023;-0.00016
1.26;1.26016;-0.00016
